algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,79.0,0.352,,The Serpent's Shadow,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles."
,,,,,5973.0,0.279,,Jaclyn's Ghost,"Ghosts, Mystery, and Fashion. Can this diva solve her own murder, or will she be stuck in limbo forever? After recovering from the shock of seeing her own dead body, (still dressed to kill from last night's party) fashion model, Jaclyn Jade, discovers she's a ghost with a choice. She can either immediately go back to Hell, do nothing and stay in limbo, or find the reason she fell short of grace and advance to Heaven. Because she was murdered, Jaclyn hopes that finding her killer will unravel this mystery. With the help of a timid closet-psychic who can speak to the dead, and a handsome, yet arrogant, ghost of a man from the roaring 20s, her search for answers initiates a quirky journey of self-discovery. Personalities, eras, and worlds collide as this mismatched trio race against time to solve the mystery of Jaclyn's Ghost.Note: comparable to a 220 page paperback.Kindle: http://www.amazon.com/Jaclyns-Ghost-e...Nook: http://search.barnesandnoble.com/Jacl..."
,,,,,10515.0,0.233,,No Country for Old Men,"In his blistering new novel, Cormac McCarthy returns to the Texas-Mexico border, the setting of his famed Border Trilogy. The time is our own, when rustlers have given way to drug-runners and small towns have become free-fire zones. One day, Llewellyn Moss finds a pickup truck surrounded by a bodyguard of dead men. A load of heroin and two million dollars in cash are still in the back. When Moss takes the money, he sets off a chain reaction of catastrophic violence that not even the lawÃ¢ÂÂin the person of aging, disillusioned Sheriff BellÃ¢ÂÂcan contain.As Moss tries to evade his pursuersÃ¢ÂÂin particular a mysterious mastermind who flips coins for human livesÃ¢ÂÂMcCarthy simultaneously strips down the American crime novel and broadens its concerns to encompass themes as ancient as the Bible and as bloodily contemporary as this morningÃ¢ÂÂs headlines. No Country for Old Men is a triumph."
,,,,,9752.0,0.221,,Unknown,"Darkness is covering the land. As the city of Mezrah grows with power and greed, the rest of the world can only stand by and wait for their inevitable destruction. The only hope against this growing power is an ancient prophecy that people have stopped believing in.Then a star begins to fall.Princess Kyla of Taramon stopped believing in the power of light the day her father died. Trapped in a city she does not care for, under the watchful glare of her mother, the queen, she struggles to accept her fate.Then a star begins to fall.Jethro has loved Kyla for as long as he can remember. Learning that she was to marry his cousin drove a wedge between him and the feisty princess. Watching her from a distance is a torture he is unable to free himself from.Then a star begins to fall, sparking an ember of hope and sending two seekers on a treacherous journey into the unknown."
,,,,,11622.0,0.218,,The Lady and the Unicorn,"A tour de force of history and imagination, The Lady and the Unicorn is Tracy ChevalierÃ¢ÂÂs answer to the mystery behind one of the art worldÃ¢ÂÂs great masterpiecesÃ¢ÂÂa set of bewitching medieval tapestries that hangs today in the Cluny Museum in Paris. They appear to portray the seduction of a unicorn, but the story behind their making is unknownÃ¢ÂÂuntil now.Paris, 1490.ÃÂ  A shrewd French nobleman commissions six lavish tapestries celebrating his rising status at Court. He hires the charismatic, arrogant, sublimely talented Nicolas des Innocents to design them. Nicolas creates havoc among the women in the houseÃ¢ÂÂmother and daughter, servant, and lady-in-waitingÃ¢ÂÂbefore taking his designs north to the Brussels workshop where the tapestries are to be woven. There, master weaver Georges de la Chapelle risks everything he has to finish the tapestriesÃ¢ÂÂhis finest, most intricate workÃ¢ÂÂon time for his exacting French client. The results change all their livesÃ¢ÂÂlives that have been captured in the tapestries, for those who know where to look.In The Lady and the Unicorn, Tracy Chevalier weaves fact and fiction into a beautiful, timeless, and intriguing literary tapestryÃ¢ÂÂan extraordinary story exquisitely told."
,,,,,11193.0,0.218,,John: A Biography,"Now in paperback, the New York Times bestselling exposÃÂ© of the real John LennonThe time has come when I feel ready to tell the truth about John and me, our years together and the years since his death. There is so much that I have never said, so many incidents I have never spoken of and so many feelings I have never great love on one hand; pain, torment, and humiliation on the other. Only I know what really happened between us, why we stayed together, why we parted, and the price I have paid for being JohnÃ¢ÂÂs wife. Ã¢ÂÂFrom the Introduction"
,,,,,7445.0,0.213,,The Places in Between,"In January 2002 Rory Stewart walked across Afghanistan-surviving by his wits, his knowledge of Persian dialects and Muslim customs, and the kindness of strangers. By day he passed through mountains covered in nine feet of snow, hamlets burned and emptied by the Taliban, and communities thriving amid the remains of medieval civilizations. By night he slept on villagers' floors, shared their meals, and listened to their stories of the recent and ancient past. Along the way Stewart met heroes and rogues, tribal elders and teenage soldiers, Taliban commanders and foreign-aid workers. He was also adopted by an unexpected companion-a retired fighting mastiff he named Babur in honor of Afghanistan's first Mughal emperor, in whose footsteps the pair was following. Through these encounters--by turns touching, confounding, surprising, and funny--Stewart makes tangible the forces of tradition, ideology, and allegiance that shape life in the map's countless places in between."
,,,,,11652.0,0.209,,Hunter,"Sixteen-year-old Hunter belongs to the Telepathic Alliance for the Latent or Newly manifested, otherwise known as Talon, a bounty hunter community known for their ruthless tactics. Her latest mission in San Diego was supposed to be a piece of cake, but when the job takes a treacherous and deadly turn, not even her telepathic abilities could have warned her of the dangers lurking around the corner. There's only one place for Hunter to go, and that's straight into the hands of the government and their Psychic Intelligence Team, but even the Ã¢ÂÂnormalÃ¢ÂÂ world isnÃ¢ÂÂt safe. With each passing hour throwing her deeper into the game of life and death, Hunter must decide who to trust before this mission becomes her last."
,,,,,10356.0,0.206,,Flow Down Like Silver,"Ki Longfellow, author of the acclaimed The Secret Magdalene, has now written the astonishing life of Hypatia, famed throughout the Mediterranean world, a beauty and a genius, yet for 17 centuries ignored by history. As the Roman Empire fights for its life and emerging Christianity fights for our souls, Hypatia is the last great voice of reason. A woman of sublime intelligence, Hypatia ranks above not only all women, but all men. Hypatia dazzled the world with her brilliance, was courted by men of every persuasion and was considered the leading philosopher and mathematician of her age ... yet her mathematics, her inventions, the very story of her life in all its epic and dramatic intensity, has gone untold. A heart-breaking love story, an heroic struggle against intolerance, a tragedy and a triumph, Hypatia walks through these pages fully realized while all around her Egypt's Alexandria, the New York City of its day, strives to remain a beacon of light in a darkening world."
,,,,,8537.0,0.203,,Dig,"A mysterious woven metal artifact is found at a paleontological dig in Africa. Mystified experts, confounded by the impossible timeline they get from traditional dating methods, call upon a stubborn nineteen-year-old with a unique talent. Matthew Turner's gift is also his curse: When he touches any object, his awareness is flooded with the thoughts and feelings of those who touched it before him. It is a talent that many covet, some fear, and almost no one understands. Despite being exploited as a child and tormented by the unpleasant experiences imprinted on him from the various items he has ""read,"" Matthew agrees to travel from New York to the forests of Kenya. There, threatened by unknown enemies and helped by a beautiful but prickly ally who begins to understand his strange ability, he journeys back in geological time to make a discovery so shocking that it forces us to rewrite all human history."
