algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,189.0,0.9739999771118164,,Dreams of Winter,"Under the rigid guidance of the Conclave; an order of holy men seeking to bring back the glory of the time of the gods, the Order of the Inquisition and their Prekhauten Guard divisions the seven hundred known worlds carve out a new empire with the compassion and wisdom the gods once offered. But a terrible secret, known only to the most powerful, threatens to undo three millennia of progress. The gods are not dead at all. They merely sleep. And they are being hunted.  Senior Inquisitor Tolde Breed is sent to the planet Crimeat to investigate the escape of one of the most deadly beings in the universe. Amongeratix, one of the three sons of the god-king is loose once again, the fabled Three. Tolde arrives on a world where heresy breeds insurrection and war is only a matter of time. Tolde is aided by Sister Abigail of the Order of Blood Witches in his quest to find Amongeratix and return him to Conclave custody before he can begin his reign of terror. What he doesnÃ¢ÂÂt know is that the Three are already operating on Crimeat. Each serves a different emotion: Vengeance, Sorrow and Redemption. Their touch drives the various characters beyond themselves and towards an uncertain future that can only end one of two ways. Either the Three win and finally destroy the gods, or humanity stops them and continues to survive."
,,,,,6749.0,0.9729999899864197,,The Prodigy Project,"When the seeds of death are sown into the very blueprints of life, no one is safe.... Someone is trying to resurrect ancient viruses hidden deep within the human genetic code to create a biological weapon so specific that it can target an individual . . . or an entire race.	When two young prodigies discover their Ã¢ÂÂmedical researchÃ¢ÂÂ is being used to build this weapon, they seek outside help to destroy it and to flee China. Help comes in the unlikely guise of Jon GundersonÃ¢ÂÂdoctor, bio-weapons expert, and devoted family man whose unsuspecting wife and nine children have unwittingly accompanied him on yet another assignment. Once the truth comes to light, the Gundersons will have to set aside their differences if they hope to rescue the prodigies and escape with their lives. The fate of the world hangs in the balance as the bittersweet dynamics of a large but loving family take center stage against the backdrop of ChinaÃ¢ÂÂs breathtaking landscapes."
,,,,,2233.0,0.9710000157356262,,Dragons of Autumn Twilight,"This Dungeons & Dragons-inspired fantasy adventure is the first installment in the beloved Dragonlance Chronicles, set in the magical world of Krynn. Once merely creatures of legend, the dragons have returned to Krynn. But with their arrival comes the departure of the old godsÃ¢ÂÂand all healing magic. As war threatens to engulf the land, lifelong friends reunite for an adventure that will change their lives and shape their world forever . . .  When Tanis, Sturm, Caramon, Raistlin, Flint, and Tasslehoff see a woman use a blue crystal staff to heal a villager, they wonder if it's a sign the gods have not abandoned them after all. Fueled by this glimmer of hope, the Companions band together to uncover the truth behind the gods' absenceÃ¢ÂÂthough they aren't the only ones with an interest in the staff. The Seekers, a new religious order, wants the artifact for their own ends, believing it will help them replace the gods and overtake the continent of Ansalon. Now, the Companions must assume the unlikely roles of heroes if they hope to prevent the staff from falling into the hands of darkness.Lifelong friends, they went their separate ways. Now they are together again, though each holds secrets from the others in his heart. They speak of a world shadowed with rumors of war. They speak of tales of strange monsters, creatures of myth, creatures of legend. They do not speak of their secrets. Not then. Not until a chance encounter with a beautiful, sorrowful woman, who bears a magical crystal staff, draws the companions deeper into the shadows, forever changing their lives and shaping the fate of the world.No one expected them to be heroes.Least of all, them."
,,,,,894.0,0.968999981880188,,Elementals: Mystic Warriors,"Enter into the enchanting world of the Mystic Warriors. Where an ageless immortal society of gifted and powerful supernatural beings exist, unknown to man, with magic and the ability to control the elements of nature and use these ability to fight the forces of darkness. Desire, love, and adventure lie ahead for two unlikely souls destined to be together.Powerful shifter, telepath and practitioner of magic, Bly La Croix is a true daughter of the earth. SheÃ¢ÂÂs a descendant from a long line of Elemental warriors and magical beings as a protector of mankind while living among normal man as one of them. The various roles sheÃ¢ÂÂs assumed over time afforded her the secrecy necessary to fulfill her protective role to man. Andrew Von Erikson, the eldest of the Von Erikson triplets born over six hundred years ago. The situation surrounding their birth created the one of a kind warrior that they are. Known to the society of Elementals as Day Walkers, they are a triple threat to combat the evil of the world. Due to the circumstance of his birth Andrew exists in a world of isolation, expecting nothing, to never find a mate who can save him from the shadows that haunt his being. They were both summoned to return to Nos Ysse Kraggenra Ã¢ÂÂ Sanctuary Mountain, by the governing council of their society. Trouble is brewing and danger of the dark forces is presenting itself. ItÃ¢ÂÂs prey, mankind and their weaknesses. From the moment they meet, Bly and Andrew are drawn to one another, helpless to resist the desire that ignites between them. Destiny has brought them together, but is it enough to overcome the obstacles that malevolent force has thrown in their path. Will the desire they share be enough to overcome the barriers of their lives that separate them?"
,,,,,9053.0,0.9670000076293945,,The Speaking Stone of Caradoc,"The three time travelers make their way east to fabled lands, once part of the continent we know as Atlantis. They must retrieve a Speaking Stone and keep it safe, until it can be delivered to its rightful custodians in the Land of Lyonesse. In the middle of the ocean lies the large island of Atala, the center of the Ã¢ÂÂKnown WorldÃ¢ÂÂ. Atala turns out to be relatively safe and the children explore the capitol, where their knowledge of the Akkadian language improves by the day. Then it is time to leave through a maze of smaller islands to the 'Land of the Shaking Earth'. They meet witches, who can talk to animals and some crazy royalty, witness a fight between man and beast in prehistoric England and are lost in the future Scottish mountains. But not everybody means well with the children from the future. To just what lengths will giant sorcerers go to get their hands on the Speaking Stone and gain power over the Ã¢ÂÂKnown WorldÃ¢ÂÂ? A spell to protect the time travelers backfires and soon evil dwarfs chase after them in dangerous pursuit. What exactly is the importance of this unusual stone and why is everybody after it?ISBN 9781310856099 has an alternate cover edition"
,,,,,11881.0,0.9670000076293945,,Dark Horde Rising,"A thousand years have passed since the Elder Kingdoms were lost. Once the Elder races ruled all the northern lands and their knowledge and power were legend. What calamity befell them, none now know. Centuries on and the north is a land where fell beasts and evil creatures roam unchecked, save in one place, the Wildlands of Darylor. Here mankind has slowly begun to explore and settle where once the Elder ruled, and within those lands, built amidst the ruins of a lost Elder city, lies the College of Magic. Inside, mankind seeks to rediscover the lost magics of old, but in secret one man desires the power to rule all and will stop at nothing to achieve his dream. Meanwhile, in the city of Shandrilos, in the shadow of the College of Magic, a groups of friends come together. Jon 'Bear' Madraig, fighter and mage, and his best friend the roguish swordsman and knight, Darin of Kenarth come to meet old friends and relive past adventures. The master mage, Arkadi Talcost and the beautiful druid, Rebba Korran, seek only to relax and enjoy some time away from the demands of their work and the College. For these friends, this is merely a reunion. However, for Zara Halven, the notorious Whore of Ostia, and for the monk, Garon Vale, the visit to Shandrilos is more; for one it is a chance for redemption and for the other it is a test of faith. Yet for the last of the friends, the visit to Shandrilos is the most important of all. For the huntress, Nat Bero it is a chance for forgiveness... and for revenge. These friends will be caught up in events that will change their lives forever, for the secret behind the destruction of the Elder is about to come to light... ""The fate of all can be decided by the actions of one who the gods guide to the right place at the right time. Do not underestimate the power of even the lowest to affect the paths of the mighty..."" The words of the seeress, Ry'Ina White Eyes If you are a reader of epic fantasy this is what you are looking for. If you liked Terry Brook's Shanara novels, Raymond E. Feist's Midkemia books, Harry Potter, Game of Thrones or Lord of the Rings then this is a book for you. In the same vein as the Wheel of Time and akin to the gaming fantasy of the Dragonlance books, Dark Horde Rising will propel you into a detailed new world of magic and mystery while introducing you to a whole range of new and interesting characters."
,,,,,9975.0,0.9670000076293945,,A Torch Against the Night,"Elias and Laia are running for their lives. After the events of the Fourth Trial, Martial soldiers hunt the two fugitives as they flee the city of Serra and undertake a perilous journey through the heart of the Empire.Laia is determined to break into KaufÃ¢ÂÂthe EmpireÃ¢ÂÂs most secure and dangerous prisonÃ¢ÂÂto save her brother, who is the key to the ScholarsÃ¢ÂÂ survival. And Elias is determined to help Laia succeed, even if it means giving up his last chance at freedom.But dark forces, human and otherworldly, work against Laia and Elias. The pair must fight every step of the way to outsmart their enemies: the bloodthirsty Emperor Marcus, the merciless Commandant, the sadistic Warden of Kauf, and, most heartbreaking of all, HeleneÃ¢ÂÂEliasÃ¢ÂÂs former friend and the EmpireÃ¢ÂÂs newest Blood Shrike.Bound to MarcusÃ¢ÂÂs will, Helene faces a torturous mission of her ownÃ¢ÂÂone that might destroy her: find the traitor Elias Veturius and the Scholar slave who helped him escapeÃ¢ÂÂ¦and kill them both."
,,,,,2690.0,0.9660000205039978,,Eyes Wide Open,"The third part in The Blackstone Affair series.A love on the brink of being destroyed. The fight of a lifetime to keep it alive.Big surprises are on the horizon for Ethan and Brynne as they struggle to adjust to what life has thrown at them. Demons from the past are threatening to destroy the passionate bond theyÃ¢ÂÂve forged despite their vow that nothing will ever keep them apart. A truly devastating loss coupled with the promise of a new hope opens their eyes to what is most important, but is it possible for the lovers to move on from the painful histories that continue to haunt them? A stalker is still lurking in the shadows, plotting evil amidst the distraction of the 2012 Olympic games in London. Brynne and Ethan are on the cusp of losing everything as the stakes rise. Will they yield to circumstances beyond their control or will they give every ounce of fight they have left to save each other and win the ultimate prize of a life together?Eyes Wide Open is a passion-wrought story that shows us what pure love can achieve when tested and what the heart can accomplish despite danger and adversity."
,,,,,9744.0,0.9660000205039978,,Black Tide Rising: Dark Prophecies,"Everything you have ever known about your status as a minority or the majority may be the lie of all lies. Black Tide Rising: Dark Prophecies agitates the serene waters when hundreds of millions discover that Blacks now outnumber Whites, and the American Government is willing to kill to keep this secret. The Lord God Damballah has grown weary with mankindÃ¢ÂÂs villainy, demanding a measure of blood. While Deputy Director of the Census Bureau Evan Parker runs for his life, trying to save his pregnant wife and father from relentless assassins, the constant pounding of the Conga and the Rada will drive the Vigil of The Drum. Wailing far into the night, the voodoo drums will resurrect the KuutaÃ¢ÂÂthe blood lust! It forces the Black race to surge as one. See what humankind is capable of when demons of genocide are unleashed in the streets of America the beautiful, land of the brave. Feel what is hidden deep within souls that are pushed one step too far. Black Tide Rising: Dark Prophecies is truly the Great American Novel."
,,,,,3018.0,0.9660000205039978,,Lady Knight,"Kel is finally a knight. The first girl to make it in decades. She's dealt with the hazing and prejudice of her year-mates, and the terrifying Ordeal, the final test of a squire. Now she faces the real thing. Tortall is at war.The Scanran raiders have united to form an army, and they're invading. Refugees are flooding away from the northern border, destitute and terrified, with stories of the fearsome metal creatures that the invaders have brought with them. Kel's post is to the border refugee camp - the Scanrans, and their monstrous weapons, will be waiting for her..."
